Variable	DescrCA	DescrES	DescrEN	Valor_Value	LabelCA	LabelES	LabelEN
T4_REL_ACT_8				2	Parat 	Parado	Unemployed
T4_REL_ACT_8				3	Estudiant	Estudiante	Student
T4_REL_ACT_8				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_8				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_8				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_8				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_8				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_9	Sexe de la persona 9	Sexo de la persona 9	Sex of person 9				
T4_SEXE_9				1	Home	Hombre	Man
T4_SEXE_9				6	Dona	Mujer	Woman
T4_MES_NAIX_9	Mes de naixement de la persona 9	Mes de nacimiento de la persona 9	Month of birth of person 9				
T4_ANY_NAIX_9	Any de naixement de la persona 9	Año de nacimiento de la persona 9	Year of birth of person 9				
T4_EDAT_9	Edat de la persona 9 (només si desconeix la data de naixement)	Edad de la persona 9 (sólo si desconoce la fecha de nacimiento)	Age of person 9 (only if the date of birth is not known)				
T4_REL_ACT_9	Relació amb l'activitat econòmica de la persona 9	Relación con la actividad económica de la persona 9	Relationship with the economic activity of person 9				
T4_REL_ACT_9				1	Ocupat	Ocupado	Employed
T4_REL_ACT_9				2	Parat 	Parado	Unemployed
T4_REL_ACT_9				3	Estudiant	Estudiante	Student
T4_REL_ACT_9				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_9				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_9				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_9				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_9				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_10	Sexe de la persona 10	Sexo de la persona 10	Sex of person 10				
T4_SEXE_10				1	Home	Hombre	Man
T4_SEXE_10				6	Dona	Mujer	Woman
T4_MES_NAIX_10	Mes de naixement de la persona 10	Mes de nacimiento de la persona 10	Month of birth of person 10				
T4_ANY_NAIX_10	Any de naixement de la persona 10	Año de nacimiento de la persona 10	Year of birth of person 10				
T4_EDAT_10	Edat de la persona 10 (només si desconeix la data de naixement)	Edad de la persona 10 (sólo si desconoce la fecha de nacimiento)	Age of person 10 (only if the date of birth is not known)				
T4_REL_ACT_10	Relació amb l'activitat econòmica de la persona 10	Relación con la actividad económica de la persona 10	Relationship with the economic activity of person 10				
T4_REL_ACT_10				1	Ocupat	Ocupado	Employed
T4_REL_ACT_10				2	Parat 	Parado	Unemployed
T4_REL_ACT_10				3	Estudiant	Estudiante	Student
T4_REL_ACT_10				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_10				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_10				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_10				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_10				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_11	Sexe de la persona 11	Sexo de la persona 11	Sex of person 11				
T4_SEXE_11				1	Home	Hombre	Man
T4_SEXE_11				6	Dona	Mujer	Woman
T4_MES_NAIX_11	Mes de naixement de la persona 11	Mes de nacimiento de la persona 11	Month of birth of person 11				
T4_ANY_NAIX_11	Any de naixement de la persona 11	Año de nacimiento de la persona 11	Year of birth of person 11				
T4_EDAT_11	Edat de la persona 11 (només si desconeix la data de naixement)	Edad de la persona 11 (sólo si desconoce la fecha de nacimiento)	Age of person 11 (only if the date of birth is not known)				
T4_REL_ACT_11	Relació amb l'activitat econòmica de la persona 11	Relación con la actividad económica de la persona 11	Relationship with the economic activity of person 11				
T4_REL_ACT_11				1	Ocupat	Ocupado	Employed
T4_REL_ACT_11				2	Parat 	Parado	Unemployed
T4_REL_ACT_11				3	Estudiant	Estudiante	Student
T4_REL_ACT_11				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_11				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_11				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_11				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_11				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_12	Sexe de la persona 12	Sexo de la persona 12	Sex of person 12				
T4_SEXE_12				1	Home	Hombre	Man
T4_SEXE_12				6	Dona	Mujer	Woman
T4_MES_NAIX_12	Mes de naixement de la persona 12	Mes de nacimiento de la persona 12	Month of birth of person 12				
T4_ANY_NAIX_12	Any de naixement de la persona 12	Año de nacimiento de la persona 12	Year of birth of person 12				
T4_EDAT_12	Edat de la persona 12 (només si desconeix la data de naixement)	Edad de la persona 12 (sólo si desconoce la fecha de nacimiento)	Age of person 12 (only if the date of birth is not known)				
T4_REL_ACT_12	Relació amb l'activitat econòmica de la persona 12	Relación con la actividad económica de la persona 12	Relationship with the economic activity of person 12				
T4_REL_ACT_12				1	Ocupat	Ocupado	Employed
T4_REL_ACT_12				2	Parat 	Parado	Unemployed
T4_REL_ACT_12				3	Estudiant	Estudiante	Student
T4_REL_ACT_12				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_12				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_12				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_12				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_12				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_13	Sexe de la persona 13	Sexo de la persona 13	Sex of person 13				
T4_SEXE_13				1	Home	Hombre	Man
T4_SEXE_13				6	Dona	Mujer	Woman
T4_MES_NAIX_13	Mes de naixement de la persona 13	Mes de nacimiento de la persona 13	Month of birth of person 13				
T4_ANY_NAIX_13	Any de naixement de la persona 13	Año de nacimiento de la persona 13	Year of birth of person 13				
T4_EDAT_13	Edat de la persona 13 (només si desconeix la data de naixement)	Edad de la persona 13 (sólo si desconoce la fecha de nacimiento)	Age of person 13 (only if the date of birth is not known)				
T4_REL_ACT_13	Relació amb l'activitat econòmica de la persona 13	Relación con la actividad económica de la persona 13	Relationship with the economic activity of person 13				
T4_REL_ACT_13				1	Ocupat	Ocupado	Employed
T4_REL_ACT_13				2	Parat 	Parado	Unemployed
T4_REL_ACT_13				3	Estudiant	Estudiante	Student
T4_REL_ACT_13				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_13				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_13				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_13				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_13				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_14	Sexe de la persona 14	Sexo de la persona 14	Sex of person 14				
T4_SEXE_14				1	Home	Hombre	Man
T4_SEXE_14				6	Dona	Mujer	Woman
T4_MES_NAIX_14	Mes de naixement de la persona 14	Mes de nacimiento de la persona 14	Month of birth of person 14				
T4_ANY_NAIX_14	Any de naixement de la persona 14	Año de nacimiento de la persona 14	Year of birth of person 14				
T4_EDAT_14	Edat de la persona 14 (només si desconeix la data de naixement)	Edad de la persona 14 (sólo si desconoce la fecha de nacimiento)	Age of person 14 (only if the date of birth is not known)				
T4_REL_ACT_14	Relació amb l'activitat econòmica de la persona 14	Relación con la actividad económica de la persona 14	Relationship with the economic activity of person 14				
T4_REL_ACT_14				1	Ocupat	Ocupado	Employed
T4_REL_ACT_14				2	Parat 	Parado	Unemployed
T4_REL_ACT_14				3	Estudiant	Estudiante	Student
T4_REL_ACT_14				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_14				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_14				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_14				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_14				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_SEXE_15	Sexe de la persona 15	Sexo de la persona 15	Sex of person 15				
T4_SEXE_15				1	Home	Hombre	Man
T4_SEXE_15				6	Dona	Mujer	Woman
T4_MES_NAIX_15	Mes de naixement de la persona 15	Mes de nacimiento de la persona 15	Month of birth of person 15				
T4_ANY_NAIX_15	Any de naixement de la persona 15	Año de nacimiento de la persona 15	Year of birth of person 15				
T4_EDAT_15	Edat de la persona 15 (només si desconeix la data de naixement)	Edad de la persona 15 (sólo si desconoce la fecha de nacimiento)	Age of person 15 (only if the date of birth is not known)				
T4_REL_ACT_15	Relació amb l'activitat econòmica de la persona 15	Relación con la actividad económica de la persona 15	Relationship with the economic activity of person 15				
T4_REL_ACT_15				1	Ocupat	Ocupado	Employed
T4_REL_ACT_15				2	Parat 	Parado	Unemployed
T4_REL_ACT_15				3	Estudiant	Estudiante	Student
T4_REL_ACT_15				4	Jubilat, prejubitat	Jubilado, prejubilado	Retired, pre-retired
T4_REL_ACT_15				5	Cobrant una pensió de viduïtat o orfandat	Cobrando una pensión de viudedad u orfandad	Receiving a widow/widower’s or orphan's pension
T4_REL_ACT_15				7	Fent tasques de voluntariat social	Realizando tareas de voluntariado social	Social volunteer work
T4_REL_ACT_15				8	Fent tasques de la llar	Realizando tareas del hogar	Household tasks
T4_REL_ACT_15				9	Una altra situació d'inactivitat	Otra situación de inactividad	Another situation of inactivity
T4_PARENTIU02_1	Parentiu de la persona 2 amb la persona 1	Parentesco de la persona 2 con la persona 1	Kinship of person 2 with person 1				
T4_PARENTIU02_1				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU02_1				02	Fill	Hijo	Son
T4_PARENTIU02_1				03	Germà	Hermano	Brother
T4_PARENTIU02_1				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU02_1				05	Net	Nieto	Grandson
T4_PARENTIU02_1				06	Avi	Abuelo	Grandfather
T4_PARENTIU02_1				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU02_1				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU02_1				09	Sogre	Suegro	Father-in-law
T4_PARENTIU02_1				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU02_1				11	No emparentat	No emparentado	Not related
T4_PARENTIU03_1	Parentiu de la persona 3 amb la persona 1	Parentesco de la persona 3 con la persona 1	Kinship of person 3 with person 1				
T4_PARENTIU03_1				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU03_1				02	Fill	Hijo	Son
T4_PARENTIU03_1				03	Germà	Hermano	Brother
T4_PARENTIU03_1				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU03_1				05	Net	Nieto	Grandson
T4_PARENTIU03_1				06	Avi	Abuelo	Grandfather
T4_PARENTIU03_1				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU03_1				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU03_1				09	Sogre	Suegro	Father-in-law
T4_PARENTIU03_1				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU03_1				11	No emparentat	No emparentado	Not related
T4_PARENTIU03_2	Parentiu de la persona 3 amb la persona 2	Parentesco de la persona 3 con la persona 2	Kinship of person 3 with person 2				
T4_PARENTIU03_2				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU03_2				02	Fill	Hijo	Son
T4_PARENTIU03_2				03	Germà	Hermano	Brother
T4_PARENTIU03_2				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU03_2				05	Net	Nieto	Grandson
T4_PARENTIU03_2				06	Avi	Abuelo	Grandfather
T4_PARENTIU03_2				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU03_2				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU03_2				09	Sogre	Suegro	Father-in-law
T4_PARENTIU03_2				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU03_2				11	No emparentat	No emparentado	Not related
T4_PARENTIU04_1	Parentiu de la persona 4 amb la persona 1	Parentesco de la persona 4 con la persona 1	Kinship of person 4 with person 1				
T4_PARENTIU04_1				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU04_1				02	Fill	Hijo	Son
T4_PARENTIU04_1				03	Germà	Hermano	Brother
T4_PARENTIU04_1				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU04_1				05	Net	Nieto	Grandson
T4_PARENTIU04_1				06	Avi	Abuelo	Grandfather
T4_PARENTIU04_1				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU04_1				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU04_1				09	Sogre	Suegro	Father-in-law
T4_PARENTIU04_1				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU04_1				11	No emparentat	No emparentado	Not related
T4_PARENTIU04_2	Parentiu de la persona 4 amb la persona 2	Parentesco de la persona 4 con la persona 2	Kinship of person 4 with person 2				
T4_PARENTIU04_2				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU04_2				02	Fill	Hijo	Son
T4_PARENTIU04_2				03	Germà	Hermano	Brother
T4_PARENTIU04_2				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU04_2				05	Net	Nieto	Grandson
T4_PARENTIU04_2				06	Avi	Abuelo	Grandfather
T4_PARENTIU04_2				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU04_2				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU04_2				09	Sogre	Suegro	Father-in-law
T4_PARENTIU04_2				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU04_2				11	No emparentat	No emparentado	Not related
T4_PARENTIU04_3	Parentiu de la persona 4 amb la persona 3	Parentesco de la persona 4 con la persona 3	Kinship of person 4 with person 3				
T4_PARENTIU04_3				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU04_3				02	Fill	Hijo	Son
T4_PARENTIU04_3				03	Germà	Hermano	Brother
T4_PARENTIU04_3				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU04_3				05	Net	Nieto	Grandson
T4_PARENTIU04_3				06	Avi	Abuelo	Grandfather
T4_PARENTIU04_3				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU04_3				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU04_3				09	Sogre	Suegro	Father-in-law
T4_PARENTIU04_3				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU04_3				11	No emparentat	No emparentado	Not related
T4_PARENTIU05_1	Parentiu de la persona 5 amb la persona 1	Parentesco de la persona 5 con la persona 1	Kinship of person 5 with person 1				
T4_PARENTIU05_1				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU05_1				02	Fill	Hijo	Son
T4_PARENTIU05_1				03	Germà	Hermano	Brother
T4_PARENTIU05_1				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU05_1				05	Net	Nieto	Grandson
T4_PARENTIU05_1				06	Avi	Abuelo	Grandfather
T4_PARENTIU05_1				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU05_1				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU05_1				09	Sogre	Suegro	Father-in-law
T4_PARENTIU05_1				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU05_1				11	No emparentat	No emparentado	Not related
T4_PARENTIU05_2	Parentiu de la persona 5 amb la persona 2	Parentesco de la persona 5 con la persona 2	Kinship of person 5 with person 2				
T4_PARENTIU05_2				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU05_2				02	Fill	Hijo	Son
T4_PARENTIU05_2				03	Germà	Hermano	Brother
T4_PARENTIU05_2				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU05_2				05	Net	Nieto	Grandson
T4_PARENTIU05_2				06	Avi	Abuelo	Grandfather
T4_PARENTIU05_2				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU05_2				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU05_2				09	Sogre	Suegro	Father-in-law
T4_PARENTIU05_2				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU05_2				11	No emparentat	No emparentado	Not related
T4_PARENTIU05_3	Parentiu de la persona 5 amb la persona 3	Parentesco de la persona 5 con la persona 3	Kinship of person 5 with person 3				
T4_PARENTIU05_3				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU05_3				02	Fill	Hijo	Son
T4_PARENTIU05_3				03	Germà	Hermano	Brother
T4_PARENTIU05_3				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU05_3				05	Net	Nieto	Grandson
T4_PARENTIU05_3				06	Avi	Abuelo	Grandfather
T4_PARENTIU05_3				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU05_3				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU05_3				09	Sogre	Suegro	Father-in-law
T4_PARENTIU05_3				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU05_3				11	No emparentat	No emparentado	Not related
T4_PARENTIU05_4	Parentiu de la persona 5 amb la persona 4	Parentesco de la persona 5 con la persona 4	Kinship of person 5 with person 4				
T4_PARENTIU05_4				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU05_4				02	Fill	Hijo	Son
T4_PARENTIU05_4				03	Germà	Hermano	Brother
T4_PARENTIU05_4				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU05_4				05	Net	Nieto	Grandson
T4_PARENTIU05_4				06	Avi	Abuelo	Grandfather
T4_PARENTIU05_4				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU05_4				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU05_4				09	Sogre	Suegro	Father-in-law
T4_PARENTIU05_4				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU05_4				11	No emparentat	No emparentado	Not related
T4_PARENTIU06_1	Parentiu de la persona 6 amb la persona 1	Parentesco de la persona 6 con la persona 1	Kinship of person 6 with person 1				
T4_PARENTIU06_1				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU06_1				02	Fill	Hijo	Son
T4_PARENTIU06_1				03	Germà	Hermano	Brother
T4_PARENTIU06_1				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU06_1				05	Net	Nieto	Grandson
T4_PARENTIU06_1				06	Avi	Abuelo	Grandfather
T4_PARENTIU06_1				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU06_1				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU06_1				09	Sogre	Suegro	Father-in-law
T4_PARENTIU06_1				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU06_1				11	No emparentat	No emparentado	Not related
T4_PARENTIU06_2	Parentiu de la persona 6 amb la persona 2	Parentesco de la persona 6 con la persona 2	Kinship of person 6 with person 2				
T4_PARENTIU06_2				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU06_2				02	Fill	Hijo	Son
T4_PARENTIU06_2				03	Germà	Hermano	Brother
T4_PARENTIU06_2				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU06_2				05	Net	Nieto	Grandson
T4_PARENTIU06_2				06	Avi	Abuelo	Grandfather
T4_PARENTIU06_2				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU06_2				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU06_2				09	Sogre	Suegro	Father-in-law
T4_PARENTIU06_2				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU06_2				11	No emparentat	No emparentado	Not related
T4_PARENTIU06_3	Parentiu de la persona 6 amb la persona 3	Parentesco de la persona 6 con la persona 3	Kinship of person 6 with person 3				
T4_PARENTIU06_3				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU06_3				02	Fill	Hijo	Son
T4_PARENTIU06_3				03	Germà	Hermano	Brother
T4_PARENTIU06_3				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU06_3				05	Net	Nieto	Grandson
T4_PARENTIU06_3				06	Avi	Abuelo	Grandfather
T4_PARENTIU06_3				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU06_3				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU06_3				09	Sogre	Suegro	Father-in-law
T4_PARENTIU06_3				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU06_3				11	No emparentat	No emparentado	Not related
T4_PARENTIU06_4	Parentiu de la persona 6 amb la persona 4	Parentesco de la persona 6 con la persona 4	Kinship of person 6 with person 4				
T4_PARENTIU06_4				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU06_4				02	Fill	Hijo	Son
T4_PARENTIU06_4				03	Germà	Hermano	Brother
T4_PARENTIU06_4				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU06_4				05	Net	Nieto	Grandson
T4_PARENTIU06_4				06	Avi	Abuelo	Grandfather
T4_PARENTIU06_4				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU06_4				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU06_4				09	Sogre	Suegro	Father-in-law
T4_PARENTIU06_4				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU06_4				11	No emparentat	No emparentado	Not related
T4_PARENTIU06_5	Parentiu de la persona 6 amb la persona 5	Parentesco de la persona 6 con la persona 5	Kinship of person 6 with person 5				
T4_PARENTIU06_5				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU06_5				02	Fill	Hijo	Son
T4_PARENTIU06_5				03	Germà	Hermano	Brother
T4_PARENTIU06_5				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU06_5				05	Net	Nieto	Grandson
T4_PARENTIU06_5				06	Avi	Abuelo	Grandfather
T4_PARENTIU06_5				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU06_5				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU06_5				09	Sogre	Suegro	Father-in-law
T4_PARENTIU06_5				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU06_5				11	No emparentat	No emparentado	Not related
T4_PARENTIU07_1	Parentiu de la persona 7 amb la persona 1	Parentesco de la persona 7 con la persona 1	Kinship of person 7 with person 1				
T4_PARENTIU07_1				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU07_1				02	Fill	Hijo	Son
T4_PARENTIU07_1				03	Germà	Hermano	Brother
T4_PARENTIU07_1				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU07_1				05	Net	Nieto	Grandson
T4_PARENTIU07_1				06	Avi	Abuelo	Grandfather
T4_PARENTIU07_1				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU07_1				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU07_1				09	Sogre	Suegro	Father-in-law
T4_PARENTIU07_1				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU07_1				11	No emparentat	No emparentado	Not related
T4_PARENTIU07_2	Parentiu de la persona 7 amb la persona 2	Parentesco de la persona 7 con la persona 2	Kinship of person 7 with person 2				
T4_PARENTIU07_2				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU07_2				02	Fill	Hijo	Son
T4_PARENTIU07_2				03	Germà	Hermano	Brother
T4_PARENTIU07_2				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU07_2				05	Net	Nieto	Grandson
T4_PARENTIU07_2				06	Avi	Abuelo	Grandfather
T4_PARENTIU07_2				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU07_2				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU07_2				09	Sogre	Suegro	Father-in-law
T4_PARENTIU07_2				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU07_2				11	No emparentat	No emparentado	Not related
T4_PARENTIU07_3	Parentiu de la persona 7 amb la persona 3	Parentesco de la persona 7 con la persona 3	Kinship of person 7 with person 3				
T4_PARENTIU07_3				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU07_3				02	Fill	Hijo	Son
T4_PARENTIU07_3				03	Germà	Hermano	Brother
T4_PARENTIU07_3				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU07_3				05	Net	Nieto	Grandson
T4_PARENTIU07_3				06	Avi	Abuelo	Grandfather
T4_PARENTIU07_3				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU07_3				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU07_3				09	Sogre	Suegro	Father-in-law
T4_PARENTIU07_3				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU07_3				11	No emparentat	No emparentado	Not related
T4_PARENTIU07_4	Parentiu de la persona 7 amb la persona 4	Parentesco de la persona 7 con la persona 4	Kinship of person 7 with person 4				
T4_PARENTIU07_4				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU07_4				02	Fill	Hijo	Son
T4_PARENTIU07_4				03	Germà	Hermano	Brother
T4_PARENTIU07_4				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU07_4				05	Net	Nieto	Grandson
T4_PARENTIU07_4				06	Avi	Abuelo	Grandfather
T4_PARENTIU07_4				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU07_4				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU07_4				09	Sogre	Suegro	Father-in-law
T4_PARENTIU07_4				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU07_4				11	No emparentat	No emparentado	Not related
T4_PARENTIU07_5	Parentiu de la persona 7 amb la persona 5	Parentesco de la persona 7 con la persona 5	Kinship of person 7 with person 5				
T4_PARENTIU07_5				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
T4_PARENTIU07_5				02	Fill	Hijo	Son
T4_PARENTIU07_5				03	Germà	Hermano	Brother
T4_PARENTIU07_5				04	Pare/mare	Padre, madre	Father/mother
T4_PARENTIU07_5				05	Net	Nieto	Grandson
T4_PARENTIU07_5				06	Avi	Abuelo	Grandfather
T4_PARENTIU07_5				07	Gendre/jove	Hierno	Son-in-law
T4_PARENTIU07_5				08	Cunyat	Cuñado	Brother-in-law
T4_PARENTIU07_5				09	Sogre	Suegro	Father-in-law
T4_PARENTIU07_5				10	Un altre parent	Otro parentesco	Another kinship
T4_PARENTIU07_5				11	No emparentat	No emparentado	Not related
T4_PARENTIU07_6	Parentiu de la persona 7 amb la persona 6	Parentesco de la persona 7 con la persona 6	Kinship of person 7 with person 6				
T4_PARENTIU07_6				01	Cònjuge o parella	Cónyugue o pareja	Spouse or partner
